text,label
"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",ham
Its ok..come to my home it vl nice to meet and v can chat..,ham
"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",ham
"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",ham
"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..",ham
"Like  &lt;#&gt; , same question",ham
Would me smoking you out help us work through this difficult time,ham
Kinda. First one gets in at twelve! Aah. Speak tomo,ham
"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",ham
3. You have received your mobile content. Enjoy,spam
"Okay, good, no problem, and thanx!",ham
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records.",spam
"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",ham
Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,ham
Ok. But i finish at 6.,ham
Hey whats up? U sleeping all morning?,ham
When did dad get back.,ham
U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,ham
CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,ham
Can you do online transaction?,ham
Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,ham
Sorry da thangam.it's my mistake.,ham
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,spam
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,spam
Serious? What like proper tongued her,ham
No way I'm going back there!,ham
You didnt complete your gist oh.,ham
"Yeah, where's your class at?",ham
At 7 we will go ok na.,ham
Oh k k:)but he is not a big hitter.anyway good,ham
I'm at home. Please call,ham
Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,ham
ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800,spam
"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng",ham
We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,ham
So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,ham
PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,spam
Alex says he's not ok with you not being ok with it,ham
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",spam
Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,ham
Yo sorry was in the shower sup,ham
"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",spam
HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!,ham
"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",ham
Ok i msg u b4 i leave my house.,ham
No did you check? I got his detailed message now,ham
Ok... C ya...,ham
Then we gotta do it after that,ham
Da is good good player.why he is unsold.,ham
Can i get your opinion on something first?,ham
"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",ham
"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",ham
Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am,ham
I've sent ü my part..,ham
Okie...,ham
Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,ham
HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,ham
I'll talk to the others and probably just come early tomorrow then,ham
Ew are you one of them?,ham
"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",ham
How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X,ham
Sorry completely forgot * will pop em round this week if your still here?,ham
K k :-):-) then watch some films.,ham
Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,spam
"Just wondering, the others just took off",ham
My drive can only be read. I need to write,ham
Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,spam
He remains a bro amongst bros,ham
Well done and ! luv ya all,ham
sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p,spam
Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,spam
"Alright we're hooked up, where you guys at",ham
Okay... We wait ah,ham
What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,ham
"Its ok., i just askd did u knw tht no?",ham
You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,spam
"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",ham
Lmao!nice 1,ham
Hmm ill have to think about it... ok you're forgiven! =D,ham
"I'm outside islands, head towards hard rock and you'll run into me",ham
If I get there before you after your ten billion calls and texts so help me god,ham
I don't know but I'm raping dudes at poker,ham
You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,ham
I will spoil you in bed as well :),ham
What happened to our yo date?,ham
I pocked you up there before,ham
Its not that time of the month nor mid of the time?,ham
U ned to convince him tht its not possible witot hurting his feeling its the main,ham
Sent me ur email id soon,ham
"She was supposed to be but couldn't make it, she's still in town though",ham
"Yup, no need. I'll jus wait 4 e rain 2 stop.",ham
Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,ham
Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),spam
cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,ham
What you thinked about me. First time you saw me in class.,ham
"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",ham
CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16,spam
"Easy mate, * guess the quick drink was bit ambitious.",ham
"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",ham
"Hey, iouri gave me your number, I'm wylie, ryan's friend",ham
He needs to stop going to bed and make with the fucking dealing,ham
Ok... Let u noe when i leave my house.,ham
Are you driving or training?,ham
WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,ham
R u meeting da ge at nite tmr?,ham
"Haha get used to driving to usf man, I know a lot of stoners",ham
Is that seriously how you spell his name?,ham
&lt;#&gt;  am I think? Should say on syllabus,ham
X course it 2yrs. Just so her messages on messenger lik you r sending me,ham
Wife.how she knew the time of murder exactly,ham
Ok... Thanx... Gd nite 2 ü too...,ham
"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",ham
"Nothing much, chillin at home. Any super bowl plan?",ham
Boo. How's things? I'm back at home and a little bored already :-(,ham
"Y cant u try new invention to fly..i'm not joking.,",ham
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,spam
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,spam
how are you? I miss you!,ham
Most of the tiime when i don't let you hug me it's so i don't break into tears.,ham
Am in film ill call you later.,ham
Can... I'm free...,ham
Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,ham
I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),spam
"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",spam
Leave it de:-). Start Prepare for next:-)..,ham
"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q?",ham
"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit",ham
I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,ham
Hey we can go jazz power yoga hip hop kb and yogasana,ham
Remember to ask alex about his pizza,ham
"Just sent you an email – to an address with incomm in it, is that right?",ham
Adult 18 Content Your video will be with you shortly,spam
Dunno lei he neva say...,ham
S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),ham
I have a sore throat. It's scratches when I talk,ham
Do you still have the grinder?,ham
U sure u can't take any sick time?,ham
I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,ham
I thank you so much for all you do with selflessness. I love you plenty.,ham
I might go 2 sch. Yar at e salon now v boring.,ham
What you need. You have a person to give na.,ham
I AM AT THE GAS STATION. GO THERE.,ham
See the forwarding message for proof,ham
I will once i get home,ham
it to 80488. Your 500 free text messages are valid until 31 December 2005.,spam
Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,ham
"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?",ham
Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,ham
He is a womdarfull actor,ham
In fact when do you leave? I think addie goes back to school tues or wed,ham
Hey gals.. Anyone of u going down to e driving centre tmr?,ham
"Text me when you get off, don't call, my phones having problems",ham
Crucify is c not s. You should have told me earlier.,ham
I could ask carlos if we could get more if anybody else can chip in,ham
Hope you are having a great day.,ham
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,spam
Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,ham
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",spam
Then ur sis how?,ham
"Ah, well that confuses things, doesn‘t it?",ham
MMM ... Fuck .... Merry Christmas to me,ham
Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,ham
No no. I will check all rooms befor activities,ham
"Goodnight, sleep well da please take care pa. Please.",ham
U attend ur driving lesson how many times a wk n which day?,ham
"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",spam
Oh is it! Which brand?,ham
"Aight will do, thanks again for comin out",ham
Nope thats fine. I might have a nap tho!,ham
How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch,ham
Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,ham
Yeah that'd pretty much be the best case scenario,ham
Fine if thats the way u feel. Thats the way its gota b,ham
"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",ham
Guess who spent all last night phasing in and out of the fourth dimension,ham
"Sorry,in meeting I'll call later",ham
Do u still have plumbers tape and a wrench we could borrow?,ham
"URGENT! Last weekend's draw shows that you have won £1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm",spam
Okie...,ham
Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,ham
One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,ham
Hows the pain dear?y r u smiling?,ham
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam
Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,ham
Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,ham
"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",ham
"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",ham
"Awesome, think we can get an 8th at usf some time tonight?",ham
No plm i will come da. On the way.,ham
Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,ham
I am in hospital da. . I will return home in evening,ham
What is important is that you prevent dehydration by giving her enough fluids,ham
"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",ham
My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,ham
"came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",ham
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",ham
Please da call me any mistake from my side sorry da. Pls da goto doctor.,ham
"Sorry, was in the bathroom, sup",ham
Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,spam
"Yeah, that's fine! It's £6 to get in, is that ok?",ham
"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love",ham
"Ok, be careful ! Don't text and drive !",ham
Have a nice day my dear.,ham
"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",spam
I sent them. Do you like?,ham
S..antha num corrct dane,ham
I guess it is useless calling u 4 something important.,ham
Am not interested to do like that.,ham
I dont know exactly could you ask chechi.,ham
Carlos says he'll be at mu in  &lt;#&gt;  minutes,ham
"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den...",ham
U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,spam
Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night,ham
Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,spam
Can you plz tell me the ans. BSLVYL sent via fullonsms.com,ham
This weekend is fine (an excuse not to do too much decorating),ham
Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,ham
Hi. I'm always online on yahoo and would like to chat with you someday,ham
Ya that one is slow as poo,ham
"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p",spam
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,spam
Okay same with me. Well thanks for the clarification,ham
So u gonna get deus ex?,ham
He also knows about lunch menu only da. . I know,ham
"I call you later, don't have network. If urgnt, sms me.",ham
Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,spam
S:)no competition for him.,ham
i dnt wnt to tlk wid u,ham
Does daddy have a bb now.,ham
Cool. I am  &lt;#&gt;  inches long. hope you like them big!,ham
How long does it take to get it.,ham
Just buy a pizza. Meat lovers or supreme. U get to pick.,ham
Are you there in room.,ham
"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",ham
"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",ham
Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,ham
"Theoretically yeah, he could be able to come",ham
Why do you ask princess?,ham
Well there's still a bit left if you guys want to tonight,ham
"Haha yeah, 2 oz is kind of a shitload",ham
If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,ham
Jos ask if u wana meet up?,ham
No just send to you. Bec you in temple na.,ham
How was txting and driving,ham
Oh :-)only 4 outside players allowed to play know,ham
Why nothing. Ok anyway give me treat,ham
You said to me before i went back to bed that you can't sleep for anything.,ham
Holy living christ what is taking you so long,ham
Also track down any lighters you can find,ham
Ok lor wat time ü finish?,ham
I dont. Can you send it to me. Plus how's mode.,ham
"Ok., is any problem to u frm him? Wats matter?",ham
Hello which the site to download songs its urgent pls,ham
You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,spam
I need you to be in my strong arms...,ham
"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",ham
Finally the match heading towards draw as your prediction.,ham
U repeat e instructions again. Wat's e road name of ur house?,ham
I can't make it tonight,ham
"Dear relieved of westonzoyland, all going to plan this end too!",ham
Dont you have message offer,ham
Are you this much buzy,ham
No objection. My bf not coming.,ham
"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",ham
ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,ham
FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,spam
Ding me on ya break fassyole! Blacko from londn,ham
I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,ham
Thank you princess! I want to see your nice juicy booty...,ham
A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),ham
"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",ham
What's happening with you. Have you gotten a job and have you begun registration for permanent residency,ham
Do you hide anythiing or keeping distance from me,ham
Ard 515 like dat. Y?,ham
I'm not coming home 4 dinner.,ham
Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,ham
Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?,ham
You got called a tool?,ham
Easy ah?sen got selected means its good..,ham
"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",ham
"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready",ham
What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,ham
How's ur paper?,ham
"not that I know of, most people up here are still out of town",ham
Excellent! Are you ready to moan and scream in ecstasy?,ham
RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,spam
network operator. The service is free. For T & C's visit 80488.biz,spam
I come n pick ü up... Come out immediately aft ur lesson...,ham
It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),ham
I can do that! I want to please you both inside and outside the bedroom...,ham
"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",ham
"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",ham
Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,ham
How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,ham
"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",ham
Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,spam
"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3",spam
"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",ham
Thanx a lot...,ham
From tomorrow onwards eve 6 to 3 work.,ham
I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight,ham
"Aight I'll grab something to eat too, text me when you're back at mu",ham
In meeting da. I will call you,ham
UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub,spam
Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186,spam
TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,spam
"A few people are at the game, I'm at the mall with iouri and kaila",ham
Nope i waiting in sch 4 daddy...,ham
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",spam
"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",spam
I'm already back home so no probably not,ham
Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?,ham
That one week leave i put know that time. Why.,ham
U're welcome... Caught u using broken english again...,ham
Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,spam
Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,ham
Normally i use to drink more water daily:),ham
In work now. Going have in few min.,ham
Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,spam
excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,ham
"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS",spam
Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,spam
Am in gobi arts college,ham
The evo. I just had to download flash. Jealous?,ham
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,spam
And several to you sir.,ham
S.s:)i thinl role is like sachin.just standing. Others have to hit.,ham
"Haha figures, well I found the piece and priscilla's bowl",ham
What happen to her tell the truth,ham
1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,ham
Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,ham
Need a coffee run tomo?Can't believe it's that time of week already,ham
It certainly puts things into perspective when something like this happens,ham
"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",ham
Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,ham
Oh. U must have taken your REAL Valentine out shopping first.,ham
Okay... I booked all already... Including the one at bugis.,ham
Anytime...,ham
Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.,ham
At WHAT TIME should i come tomorrow,ham
You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,spam
Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,ham
"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",ham
Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,ham
I want snow. It's just freezing and windy.,ham
Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,spam
Pls i wont belive god.not only jesus.,ham
HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,ham
G wants to know where the fuck you are,ham
Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.,ham
http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡,spam
Check with nuerologist.,ham
Have you bookedthe hut? And also your time off? How are you by the way?,ham
Ü thk of wat to eat tonight.,ham
I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,ham
Then cant get da laptop? My matric card wif ü lei...,ham
Hi:)cts employee how are you?,ham
Ok then no need to tell me anything i am going to sleep good night,ham
"[…] anyway, many good evenings to u! s",ham
"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite",ham
Anything lor is she coming?,ham
Cheers for the message Zogtorius. Ive been staring at my phone for an age deciding whether to text or not.,ham
I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,ham
Wot u up 2? Thout u were gonna call me!! Txt bak luv K,ham
"If i let you do this, i want you in the house by 8am.",ham
Sorry that was my uncle. I.ll keep in touch,ham
"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",spam
So when do you wanna gym?,ham
Hey they r not watching movie tonight so i'll prob b home early...,ham
Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,ham
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,ham
So can collect ur laptop?,ham
